predict,product_id
1578.1823671333912,20001
1238.9070647632732,20002
774.1464254966869,20003
552.4904500716035,20004
593.437033417571,20005
427.8499212738012,20006
444.9342533067155,20007
385.22723274835687,20008
533.9968460421713,20009
427.8063326496541,20010
365.3057066825941,20011
344.10045087781447,20012
387.3258940744481,20013
385.82729840631066,20014
330.0817878797085,20015
292.56394474890044,20016
297.8997725766086,20017
314.6024997328352,20018
310.851347572795,20019
327.97430254669024,20020
297.01931530165933,20021
310.6402002968156,20022
284.81780461550443,20023
270.5907785827031,20024
264.7682706021761,20025
281.53817100556466,20026
277.5098895947845,20027
271.08241671226125,20028
237.6213408137116,20029
206.68508127689083,20030
254.84648509127385,20031
547.404673247833,20032
214.59859939587415,20033
228.60284292192665,20035
184.90058780346445,20037
205.4186105401386,20038
194.08972973839272,20039
193.5636090532149,20041
202.0412429945212,20042
190.97102934501495,20043
190.73826001399243,20044
194.7505095558629,20045
199.1753881086604,20046
186.06724148909865,20047
199.50492374347837,20049
193.29367226163,20050
177.01033345585387,20051
171.8522335305531,20052
188.0949779048838,20053
175.80233193093278,20054
168.07074137526553,20055
167.9331093550986,20056
181.02512355572168,20057
169.27000894186796,20058
171.46982989552552,20059
166.06719302016157,20061
146.92999963864014,20062
156.78411931509393,20063
161.9089910311991,20065
166.721832369554,20066
164.6824666489891,20067
153.88601597267234,20068
158.70152183701853,20069
145.66480550714402,20070
157.69112341464907,20071
133.45986880982252,20072
132.16498083783753,20073
135.329267968011,20074
146.62772362898187,20075
133.37625761994363,20076
135.61206455456485,20077
116.26318068999808,20079
143.87564485094617,20080
119.57228126907438,20081
123.02584571782234,20082
135.05940681764133,20084
167.63654094232282,20085
115.33823989323464,20086
107.74009281062376,20087
162.2680267210365,20089
125.04307266098462,20090
117.93276562607232,20091
105.8840717693522,20092
110.6987844764564,20093
128.94930860247445,20094
119.58460066415792,20095
119.82935739421391,20096
101.9629452197224,20097
105.171656620419,20099
125.32227964213028,20100
104.41789016495626,20101
94.28039524759176,20102
111.79867629510328,20103
100.25146465533678,20106
103.7339596491139,20107
91.88831531836212,20108
87.93239379528875,20109
94.7531841144166,20111
93.73976986417166,20112
95.80069732313846,20114
95.76394088885448,20116
81.68497080564245,20117
90.26768334039032,20118
99.75593655178584,20119
86.7633854966405,20120
90.61934326421752,20121
86.75335413433868,20122
86.57127142944894,20123
75.26856106635694,20124
88.54239600912898,20125
103.7507133846942,20126
259.5261984127391,20127
83.23882582402481,20129
107.0805778697226,20130
82.24692146081982,20132
82.82983242130531,20133
83.78750215624196,20134
82.27220260319673,20135
66.5076582412417,20137
65.9022974027936,20138
84.60969002723981,20139
89.77298306245409,20140
77.54534009466958,20142
101.30827639686088,20143
70.87638615359315,20144
74.63015552316286,20145
67.86826423636349,20146
81.9233548083473,20148
128.06812291208712,20150
62.36540910043908,20151
73.24299683017263,20152
70.35376185150609,20153
69.41945680632936,20155
71.04059020238589,20157
68.39907794314628,20158
80.98923963124432,20159
65.43650206187094,20160
66.97033485987005,20161
69.90556013816959,20162
81.5198990235383,20164
58.807808573218765,20166
60.01665417199823,20167
45.70370343733892,20168
84.87924307903629,20170
99.94234626063204,20174
53.490999340492415,20175
55.427080750375175,20176
56.027307032848825,20177
56.02585643300797,20179
50.65577192767071,20180
51.07654679638859,20181
56.42301070528235,20182
49.552102167666455,20183
54.2023802031706,20184
51.90212035748151,20187
48.33485840952247,20188
50.145952676981786,20189
59.649612141080354,20192
49.19645686083796,20193
49.20507873528136,20196
48.92195321199701,20197
52.65660263284047,20198
51.472193381202594,20200
47.116570587275575,20201
50.427126647199,20202
57.70931119522276,20203
53.97864749368684,20205
47.13356913741296,20206
40.39051029772518,20207
45.735648537737895,20208
45.59889231290421,20209
72.86057388357379,20210
