product_id,tn
20001,1305.534618869228
20002,1052.5085590537324
20003,732.7254994694194
20004,542.3822185389985
20005,556.5802908410404
20006,447.93976859076815
20007,391.09145424739063
20008,381.2609603131417
20009,508.937433866859
20010,390.06832679697254
20011,408.1173699264386
20012,298.9668976110439
20013,384.6599062100944
20014,371.64832473023483
20015,355.49695901708867
20016,277.99080525800673
20017,270.92787459933663
20018,261.3699593482051
20019,310.0802734569676
20020,291.36906023955464
20021,236.24352059648874
20022,280.74787276833433
20023,229.6672788973667
20024,213.68857223853567
20025,224.8099796385109
20026,232.83852548393367
20027,228.11619669506962
20028,198.41115355119481
20029,188.64553587572527
20030,134.30070910102572
20031,182.4140297401938
20033,142.49694296079156
20035,165.47024142506305
20037,130.54176755669653
20038,180.31764934171053
20039,151.30062450258916
20041,129.8376832803809
20042,165.66863857566798
20043,122.90151895058175
20044,151.17805653418432
20045,143.18611952937226
20046,150.47414276853678
20047,153.29038376742034
20050,129.60067324982597
20051,125.06586105741178
20052,121.44215263156286
20053,150.21094419587968
20054,136.0573564748006
20055,95.43200262543519
20056,96.0133180577308
20057,135.5427730977342
20058,120.81937601892251
20059,137.24200841665314
20061,130.67692629399124
20062,103.52201015030897
20063,129.09185285473097
20065,124.20376208190297
20066,124.46069341882489
20067,112.30068713558134
20068,113.36622677491576
20069,140.42791426156666
20070,108.95120637547305
20071,121.83041196656245
20072,89.08138095192129
20073,111.0636311022663
20074,91.06968523755792
20075,126.84717089255341
20076,98.14601704702059
20077,92.65773905882588
20079,59.72793628491283
20080,84.12952327140914
20081,95.39239865286902
20082,79.03612967535136
20084,107.94084928287009
20086,64.24404888819544
20087,77.60361497807119
20090,70.32134792844252
20091,106.13910898327953
20092,65.79310273287345
20093,82.80172450728728
20094,94.1985871547517
20095,72.66332371669526
20096,72.55887980145329
20097,70.50201517500994
20099,71.98647611234087
20100,60.12585825747984
20101,78.69802276482665
20102,43.277861777753316
20103,81.46009314944325
20106,73.47950403626777
20107,74.05533022446525
20108,66.31142255275381
20109,65.81372117240846
20111,83.12623327951857
20114,65.74140130195453
20116,93.43723876451146
20117,50.04140192056198
20118,62.112612639611086
20119,59.37853497688462
20120,68.36957867716548
20121,78.19470776285752
20122,70.88070140127189
20123,65.194943644836
20124,55.04951939618475
20125,66.19134960310016
20129,68.83531722143064
20132,60.397320803866066
20133,59.767300459974614
20134,64.86379119876669
20137,55.470780749027455
20138,41.369057085213626
20139,61.076480559856805
20140,60.86908986785818
20142,55.128615870648694
20144,55.34329350529472
20145,59.85370306080807
20146,42.09803768522593
20148,63.859430989249645
20151,45.62219417085676
20152,45.80909696058623
20153,54.92086207524436
20155,55.08717720616427
20157,58.42897916219751
20158,55.09555128255352
20160,55.66114876590265
20161,54.07316330739444
20162,44.5623531912233
20166,47.50782990593722
20167,44.94543482309801
20168,26.33437890925587
20175,35.69216498866172
20176,37.381823795024395
20177,40.19277601340849
20179,35.05171651378008
20180,37.91010136174816
20181,39.90276064880214
20182,35.946245396936945
20183,25.103512009448302
20184,38.50558972570688
20187,34.92808525300846
20188,32.54896553956545
20189,37.97812649803007
20192,41.658034404865944
20193,36.64917758283156
20196,36.07213736674585
20197,33.122850310739246
20198,36.48899727124553
20200,34.91303722557692
20201,32.773556228237936
20205,37.612583046623705
20206,32.50555647688529
20207,20.15913686424936
20208,31.908730889659253
20209,28.563166455706785
20211,24.85122735157853
20212,29.872556046964604
20215,30.68046418945824
20216,18.855614559772583
20219,26.519376207800324
20220,27.799445221505493
20222,23.93798449819539
20224,30.156453600399573
20225,21.379348344133895
20226,23.000815157418042
20227,37.60861617292253
20228,16.486626564505123
20230,21.237873587499344
20231,23.39300337395103
20232,32.0344974094057
20233,33.31151509394064
20234,11.50837260232669
20235,34.73841201376855
20238,22.992604488840716
20239,22.30581324854911
20240,23.28741211735137
20241,22.536679088820335
20242,15.541195114355695
20244,21.579745486234735
20246,25.90499256289723
20249,19.354331227500705
20251,22.440106441367096
20252,20.584458484991103
20253,21.943886827667804
20254,22.182384747625093
20255,15.805902630297055
20256,19.424415896635477
20259,20.40750373610527
20263,22.4684339712504
20264,19.036534585189536
20265,9.379250781316745
20267,22.979293678720545
20268,18.76983668393334
20269,18.03980481552238
20270,19.00887844096446
20271,18.992205274969677
20272,18.151150054443548
20273,19.221256561914124
20275,22.04565486322386
20276,20.12356019281495
20277,17.63441051862994
20278,18.076024472510476
20280,17.393737861700227
20281,16.32887727341922
20282,18.84836928793505
20283,16.400729123299758
20284,18.19816113582004
20285,15.142320679052855
20288,18.126330129941316
20289,15.418448195596008
20290,18.312702196471093
20291,16.634195149849926
20292,16.329671589996963
20295,16.0736496368015
20296,19.363990840857454
20299,16.078908391699674
20300,17.59784327459107
20301,15.77203595290699
20302,7.758945412324268
20303,19.11209243221783
20304,12.071732641508756
20305,7.295670405376487
20307,16.783062167932975
20309,16.976514170404272
20310,17.116760506229554
20311,19.486929500851954
20313,22.525003303157746
20314,17.95676277727658
20315,16.758022364196876
20316,24.92136576412455
20317,16.040067954632335
20320,15.79430348126714
20321,22.192666227358956
20322,10.709555904423754
20324,15.402546948761685
20325,8.162268007931395
20326,16.583764067926992
20327,14.806099467156738
20328,13.754675940155947
20329,14.123900580173638
20330,16.828158673913574
20332,13.889876655202183
20335,14.944806162184662
20336,14.205338726055551
20338,13.936063612069951
20341,12.102026613434575
20342,16.720912402469065
20346,12.422779655061037
20349,14.593270023267872
20350,6.83206428786632
20352,17.210698220302046
20353,13.11273591811441
20354,14.72967980235297
20356,15.230216794763031
20357,16.071518543502414
20358,11.36423878395776
20359,14.172591415932994
20361,17.935825056980054
20362,8.152454524886792
20365,14.144532683741897
20366,13.686440888219465
20367,13.500447010575755
20372,9.078373456072079
20375,10.166972095578222
20379,8.900170221662759
20380,14.640348120700038
20381,16.068080915374743
20382,10.15342638853656
20383,10.743255714608484
20384,10.630876394465329
20385,10.597127906627811
20386,13.278295100448055
20388,10.200325753416084
20396,9.197482771401962
20398,5.590046313548159
20400,10.822679949659122
20401,11.696965107886912
20404,10.357645295951915
20406,13.964581069521257
20407,9.084301394504152
20409,7.225026183853435
20410,9.951713468669592
20411,10.791891065393969
20416,4.58969701044341
20418,4.308827748289266
20419,12.06512292108513
20421,12.653969946802597
20422,4.155300747098739
20424,9.244425450619172
20426,6.067243206319281
20428,4.363393421783421
20429,4.113521067691255
20432,9.597227961374388
20433,12.623942149387375
20434,9.7047672171696
20438,12.912669992738051
20443,9.142493631600273
20449,4.018382925788794
20450,10.629823818849538
20456,8.534498125080253
20463,10.905608529059464
20464,7.485921741216822
20465,8.254550063194984
20466,9.088560213286401
20469,10.861387311856955
20470,8.215757155852868
20473,6.3599590728870785
20474,9.336854782430711
20480,6.409807304674802
20482,8.298936032472245
20483,8.723265668553474
20484,6.459505272139355
20490,2.7534690063485656
20497,7.372055273800874
20500,8.846777502016291
20502,7.390081290161424
20505,7.111906402196622
20509,2.7952908604897666
20517,5.318360155185507
20520,6.875737747325189
20524,6.487413745675572
20530,5.8186389144723805
20532,6.6406859286562385
20536,7.188127838917099
20538,7.578657049244699
20539,6.305394479423538
20549,7.5752036483174905
20551,5.945526655258289
20555,5.921251306266475
20560,5.366086531395436
20561,2.254479933475845
20563,5.776107176404611
20565,6.370169259620951
20568,4.190259159184995
20570,7.082282488473272
20572,4.5692640714912685
20579,4.916028530218833
20583,5.307134283879785
20585,6.408922363384225
20586,2.8901622847912667
20596,4.1976585039034555
20597,2.0372187166559867
20599,5.2808733232513045
20600,4.835141968004909
20601,2.7064224053867365
20602,3.9405135484493563
20605,5.460382648698598
20606,4.895022242917724
20609,3.9356362417157467
20612,5.497612438777164
20614,3.7345455022369114
20617,3.5461112767545178
20622,5.212483850112225
20628,4.136883376142967
20629,3.376677164688147
20632,3.4481678228413806
20636,2.3034524749452863
20637,4.655902853238458
20639,4.871485436245699
20640,4.173470733005741
20641,4.221023275953964
20642,3.930964367077642
20644,2.8878410364835663
20647,4.580772576089475
20651,3.219611681714443
20652,4.023568468051106
20653,4.676806298344774
20654,4.82658051819536
20655,3.616990792058603
20658,4.287605985218109
20660,3.038288662691145
20661,4.6777484297100145
20663,1.5979842036911687
20664,2.9682998136431564
20666,2.1904092749350275
20670,1.9659278292380198
20672,3.958912097366313
20676,2.1710721623308347
20677,3.2227901325042843
20678,1.7762102923402612
20680,4.9487991915436655
20684,2.855509690957879
20685,1.9863591926575892
20693,4.272758580241318
20696,4.195704285668995
20697,3.0965194220641274
20699,3.9158929762805768
20701,4.0459657336362405
20702,2.3279983657893304
20705,2.7651972330804306
20706,4.077470754757414
20708,3.526802603010769
20713,2.607668959747342
20714,4.114947737678678
20715,2.4670050784383273
20721,2.2224884434821774
20729,1.4478991922681774
20730,2.430295307896605
20733,2.2846016348350244
20735,2.6386691446349206
20737,2.1068005612617995
20739,3.2381053516891325
20742,2.231339667556802
20744,3.2278779434584908
20745,2.4201515359212387
20749,3.062716202524668
20751,2.5857223483573555
20756,2.9093975686442852
20759,2.0178360563645055
20761,2.8746098336112467
20765,1.1605153433839426
20768,2.043164268867664
20773,1.2087715458476995
20781,1.810963797804277
20786,1.6843846833113199
20788,1.293349717689587
20789,1.9058968256282127
20793,2.706688176741922
20800,1.2223630525752185
20801,1.8938790119995994
20802,1.399057421295709
20803,1.6331209437527265
20807,2.2543716387791126
20810,1.9538491451942956
20812,1.5823973241904692
20820,2.1703002787067907
20823,2.020399553387108
20824,1.1515143255438882
20826,1.6369002401886106
20828,1.5912079312910608
20830,1.4044661924682313
20831,2.2588726286399234
20838,2.05981202566281
20840,1.8952138218208832
